"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2018-1258,CWE-863 Incorrect Authorization,Spring Framework version 5.0.5 when used in combination with any versions of Spring Security contains an authorization bypass when using method security. An unauthorized malicious user can gain unauthorized access to methods that should be restricted.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,8.8,/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2019-11272,CWE-522 Insufficiently Protected Credentials,"Spring Security, versions 4.2.x up to 4.2.12, and older unsupported versions support plain text passwords using PlaintextPasswordEncoder. If an application using an affected version of Spring Security is leveraging PlaintextPasswordEncoder and a user has a null encoded password, a malicious user (or attacker) can authenticate using a password of ""null"".",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2019-3795,CWE-330 Use of Insufficiently Random Values,"Spring Security versions 4.2.x prior to 4.2.12, 5.0.x prior to 5.0.12, and 5.1.x prior to 5.1.5 contain an insecure randomness vulnerability when using SecureRandomFactoryBean#setSeed to configure a SecureRandom instance. In order to be impacted, an honest application must provide a seed and make the resulting random material available to an attacker for inspection.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2020-5408,CWE-330 Use of Insufficiently Random Values,"Spring Security versions 5.3.x prior to 5.3.2, 5.2.x prior to 5.2.4, 5.1.x prior to 5.1.10, 5.0.x prior to 5.0.16 and 4.2.x prior to 4.2.16 use a fixed null initialization vector with CBC Mode in the implementation of the queryable text encryptor. A malicious user with access to the data that has been encrypted using such an encryptor may be able to derive the unencrypted values using a dictionary attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:P/A:N,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2021-22112,NVD-CWE-noinfo,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2022-22976,CWE-190 Integer Overflow or Wraparound,"Spring Security versions 5.5.x prior to 5.5.7, 5.6.x prior to 5.6.4, and earlier unsupported versions contain an integer overflow vulnerability. When using the BCrypt class with the maximum work factor (31), the encoder does not perform any salt rounds, due to an integer overflow error. The default settings are not affected by this CVE.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-security-web-4.2.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\security\spring-security-web\4.2.2.RELEASE\spring-security-web-4.2.2.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",fc8b61267f30fdb06cfa45420a81899e,632c66fc1c826748f64867689c6688765db593c9,pkg:maven/org.springframework.security/spring-security-web@4.2.2.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.2:release:*:*:*:*:*:*",CVE-2022-22978,CWE-863 Incorrect Authorization,"In Spring Security versions 5.5.6 and 5.6.3 and older unsupported versions, RegexRequestMatcher can easily be misconfigured to be bypassed on some servlet containers. Applications using RegexRequestMatcher with `.` in the regular expression are possibly vulnerable to an authorization bypass",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,37
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,MEDIUM,5.3,/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1257,NVD-CWE-noinfo,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1270,CWE-94 Improper Control of Generation of Code ('Code Injection'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1271,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to configure Spring MVC to serve static resources (e.g. CSS, JS, images). When static resources are served from a file system on Windows (as opposed to the classpath, or the ServletContext), a malicious user can send a request using a specially crafted URL that can lead a directory traversal attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1272,NVD-CWE-noinfo,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, provide client-side support for multipart requests. When Spring MVC or Spring WebFlux server application (server A) receives input from a remote client, and then uses that input to make a multipart request to another server (server B), it can be exposed to an attack, where an extra multipart is inserted in the content of the request from server A, causing server B to use the wrong value for a part it expects. This could to lead privilege escalation, for example, if the part content represents a username or user roles.",NVD,MEDIUM,6.0,/AV:N/AC:M/Au:S/C:P/I:P/A:P,HIGH,7.5,/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-1275,CWE-94 Improper Control of Generation of Code ('Code Injection'),"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.16 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack. This CVE addresses the partial fix for CVE-2018-1270 in the 4.3.x branch of the Spring Framework.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2018-15756,NVD-CWE-noinfo,"Spring Framework, version 5.1, versions 5.0.x prior to 5.0.10, versions 4.3.x prior to 4.3.20, and older unsupported versions on the 4.2.x branch provide support for range requests when serving static resources through the ResourceHttpRequestHandler, or starting in 5.0 when an annotated controller returns an org.springframework.core.io.Resource. A malicious user (or attacker) can add a range header with a high number of ranges, or with wide ranges that overlap, or both, for a denial of service attack. This vulnerability affects applications that depend on either spring-webmvc or spring-webflux. Such applications must also have a registration for serving static resources (e.g. JS, CSS, images, and others), or have an annotated controller that returns an org.springframework.core.io.Resource. Spring Boot applications that depend on spring-boot-starter-web or spring-boot-starter-webflux are ready to serve static resources out of the box and are therefore vulnerable.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2020-5397,CWE-352 Cross-Site Request Forgery (CSRF),"Spring Framework, versions 5.2.x prior to 5.2.3 are vulnerable to CSRF attacks through CORS preflight requests that target Spring MVC (spring-webmvc module) or Spring WebFlux (spring-webflux module) endpoints. Only non-authenticated endpoints are vulnerable because preflight requests should not include credentials and therefore requests should fail authentication. However a notable exception to this are Chrome based browsers when using client certificates for authentication since Chrome sends TLS client certificates in CORS preflight requests in violation of spec requirements. No HTTP body can be sent or received as a result of this attack.",OSSINDEX,MEDIUM,5.3,/AV:N/AC:L/Au:/C:N/I:L/A:N,"","","",HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-webmvc-4.3.7.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\spring-webmvc\4.3.7.RELEASE\spring-webmvc-4.3.7.RELEASE.jar,Spring Web MVC,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",79c7e438dd1449c6398fc1745b5e8578,d25b11a605589f176e3ecf1dcae62a991a18b377,pkg:maven/org.springframework/spring-webmvc@4.3.7.RELEASE,"cpe:2.3:a:pivotal_software:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:4.3.7:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:4.3.7:release:*:*:*:*:*:*",CVE-2020-5421,NVD-CWE-noinfo,"In Spring Framework versions 5.2.0 - 5.2.8, 5.1.0 - 5.1.17, 5.0.0 - 5.0.18, 4.3.0 - 4.3.28, and older unsupported versions, the protections against RFD attacks from CVE-2015-5211 may be bypassed depending on the browser used through the use of a jsessionid path parameter.",NVD,LOW,3.6,/AV:N/AC:H/Au:S/C:P/I:P/A:N,MEDIUM,6.5,/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,HIGH,28
